"id","admin_1","admin_2","admin_3","household_code","registration_round","registration_date","registration_update_date","registration_user","registration_update_user"
324,"A","F","L","A-F-A-324",5,2020-08-06,2020-08-06,"user_1","user_1"
325,"A","A","A","A-A-A-325",6,2021-02-02,2021-02-02,"user_1","user_1"
326,"A","B","B","A-B-A-326",5,2020-08-06,2020-08-06,"user_1","user_1"
327,"A","C","C","A-C-A-327",3,2019-08-12,2019-08-12,"user_1","user_1"
328,"A","D","D","A-D-A-328",3,2019-08-12,2019-08-12,"user_1","user_1"
329,"A","E","E","A-E-A-329",4,2020-02-08,2020-02-08,"user_1","user_1"
330,"A","F","F","A-F-A-330",5,2020-08-06,2020-08-06,"user_1","user_1"
331,"A","A","G","A-A-A-331",6,2021-02-02,2021-02-02,"user_1","user_1"
332,"A","B","H","A-B-A-332",5,2020-08-06,2020-08-06,"user_1","user_1"
333,"A","C","I","A-C-A-333",3,2019-08-12,2019-08-12,"user_1","user_1"
334,"A","D","J","A-D-A-334",3,2019-08-12,2019-08-12,"user_1","user_1"
335,"A","E","K","A-E-A-335",4,2020-02-08,2020-02-08,"user_1","user_1"
336,"A","F","L","A-F-A-336",5,2020-08-06,2020-08-06,"user_1","user_1"
337,"A","A","A","A-A-A-337",6,2021-02-02,2021-02-02,"user_1","user_1"
338,"A","B","B","A-B-A-338",5,2020-08-06,2020-08-06,"user_1","user_1"
339,"A","C","C","A-C-A-339",3,2019-08-12,2019-08-12,"user_1","user_1"
340,"A","D","D","A-D-A-340",3,2019-08-12,2019-08-12,"user_1","user_1"
341,"A","E","E","A-E-A-341",4,2020-02-08,2020-02-08,"user_1","user_1"
342,"A","F","F","A-F-A-342",5,2020-08-06,2020-08-06,"user_1","user_1"
343,"A","A","G","A-A-A-343",6,2021-02-02,2021-02-02,"user_1","user_1"
344,"A","B","H","A-B-A-344",5,2020-08-06,2020-08-06,"user_1","user_1"
345,"A","C","I","A-C-A-345",3,2019-08-12,2019-08-12,"user_1","user_1"
346,"A","D","J","A-D-A-346",3,2019-08-12,2019-08-12,"user_1","user_1"
347,"A","E","K","A-E-A-347",4,2020-02-08,2020-02-08,"user_1","user_1"
348,"A","F","L","A-F-A-348",5,2020-08-06,2020-08-06,"user_1","user_1"
349,"A","A","A","A-A-A-349",6,2021-02-02,2021-02-02,"user_1","user_1"
350,"A","B","B","A-B-A-350",5,2020-08-06,2020-08-06,"user_1","user_1"
351,"A","C","C","A-C-A-351",3,2019-08-12,2019-08-12,"user_1","user_1"
352,"A","D","D","A-D-A-352",3,2019-08-12,2019-08-12,"user_1","user_1"
353,"A","E","E","A-E-A-353",4,2020-02-08,2020-02-08,"user_1","user_1"
354,"A","F","F","A-F-A-354",5,2020-08-06,2020-08-06,"user_1","user_1"
355,"A","A","G","A-A-A-355",6,2021-02-02,2021-02-02,"user_1","user_1"
356,"A","B","H","A-B-A-356",5,2020-08-06,2020-08-06,"user_1","user_1"
357,"A","C","I","A-C-A-357",3,2019-08-12,2019-08-12,"user_1","user_1"
358,"A","D","J","A-D-A-358",3,2019-08-12,2019-08-12,"user_1","user_1"
359,"A","E","K","A-E-A-359",4,2020-02-08,2020-02-08,"user_1","user_1"
360,"A","F","L","A-F-A-360",5,2020-08-06,2020-08-06,"user_1","user_1"
361,"A","A","A","A-A-A-361",6,2021-02-02,2021-02-02,"user_1","user_1"
362,"A","B","B","A-B-A-362",5,2020-08-06,2020-08-06,"user_1","user_1"
363,"A","C","C","A-C-A-363",3,2019-08-12,2019-08-12,"user_1","user_1"
364,"A","D","D","A-D-A-364",3,2019-08-12,2019-08-12,"user_1","user_1"
365,"A","E","E","A-E-A-365",4,2020-02-08,2020-02-08,"user_1","user_1"
366,"A","F","F","A-F-A-366",5,2020-08-06,2020-08-06,"user_1","user_1"
367,"A","A","G","A-A-A-367",6,2021-02-02,2021-02-02,"user_1","user_1"
368,"A","B","H","A-B-A-368",5,2020-08-06,2020-08-06,"user_1","user_1"
369,"A","C","I","A-C-A-369",3,2019-08-12,2019-08-12,"user_1","user_1"
370,"A","D","J","A-D-A-370",3,2019-08-12,2019-08-12,"user_1","user_1"
371,"A","E","K","A-E-A-371",4,2020-02-08,2020-02-08,"user_1","user_1"
372,"A","F","L","A-F-A-372",5,2020-08-06,2020-08-06,"user_1","user_1"
373,"A","A","A","A-A-A-373",6,2021-02-02,2021-02-02,"user_1","user_1"
374,"A","B","B","A-B-A-374",5,2020-08-06,2020-08-06,"user_1","user_1"
375,"A","C","C","A-C-A-375",3,2019-08-12,2019-08-12,"user_1","user_1"
376,"A","D","D","A-D-A-376",3,2019-08-12,2019-08-12,"user_1","user_1"
377,"A","E","E","A-E-A-377",4,2020-02-08,2020-02-08,"user_1","user_1"
378,"A","F","F","A-F-A-378",5,2020-08-06,2020-08-06,"user_1","user_1"
379,"A","A","G","A-A-A-379",6,2021-02-02,2021-02-02,"user_1","user_1"
380,"A","B","H","A-B-A-380",5,2020-08-06,2020-08-06,"user_1","user_1"
381,"A","C","I","A-C-A-381",3,2019-08-12,2019-08-12,"user_1","user_1"
382,"A","D","J","A-D-A-382",3,2019-08-12,2019-08-12,"user_1","user_1"
383,"A","E","K","A-E-A-383",4,2020-02-08,2020-02-08,"user_1","user_1"
384,"A","F","L","A-F-A-384",5,2020-08-06,2020-08-06,"user_1","user_1"
385,"A","A","A","A-A-A-385",6,2021-02-02,2021-02-02,"user_1","user_1"
386,"A","B","B","A-B-A-386",5,2020-08-06,2020-08-06,"user_1","user_1"
387,"A","C","C","A-C-A-387",3,2019-08-12,2019-08-12,"user_1","user_1"
388,"A","D","D","A-D-A-388",3,2019-08-12,2019-08-12,"user_1","user_1"
389,"A","E","E","A-E-A-389",4,2020-02-08,2020-02-08,"user_1","user_1"
390,"A","F","F","A-F-A-390",5,2020-08-06,2020-08-06,"user_1","user_1"
391,"A","A","G","A-A-A-391",6,2021-02-02,2021-02-02,"user_1","user_1"
392,"A","B","H","A-B-A-392",5,2020-08-06,2020-08-06,"user_1","user_1"
393,"A","C","I","A-C-A-393",3,2019-08-12,2019-08-12,"user_1","user_1"
394,"A","D","J","A-D-A-394",3,2019-08-12,2019-08-12,"user_1","user_1"
395,"A","E","K","A-E-A-395",4,2020-02-08,2020-02-08,"user_1","user_1"
396,"A","F","L","A-F-A-396",5,2020-08-06,2020-08-06,"user_1","user_1"
397,"A","A","A","A-A-A-397",6,2021-02-02,2021-02-02,"user_1","user_1"
398,"A","B","B","A-B-A-398",5,2020-08-06,2020-08-06,"user_1","user_1"
399,"A","C","C","A-C-A-399",3,2019-08-12,2019-08-12,"user_1","user_1"
400,"A","D","D","A-D-A-400",3,2019-08-12,2019-08-12,"user_1","user_1"
401,"A","E","E","A-E-A-401",4,2020-02-08,2020-02-08,"user_1","user_1"
402,"A","F","F","A-F-A-402",5,2020-08-06,2020-08-06,"user_1","user_1"
403,"A","A","G","A-A-A-403",6,2021-02-02,2021-02-02,"user_1","user_1"
404,"A","B","H","A-B-A-404",5,2020-08-06,2020-08-06,"user_1","user_1"
405,"A","C","I","A-C-A-405",3,2019-08-12,2019-08-12,"user_1","user_1"
406,"A","D","J","A-D-A-406",3,2019-08-12,2019-08-12,"user_1","user_1"
407,"A","E","K","A-E-A-407",4,2020-02-08,2020-02-08,"user_1","user_1"
408,"A","F","L","A-F-A-408",5,2020-08-06,2020-08-06,"user_1","user_1"
409,"A","A","A","A-A-A-409",6,2021-02-02,2021-02-02,"user_1","user_1"
410,"A","B","B","A-B-A-410",5,2020-08-06,2020-08-06,"user_1","user_1"
411,"A","C","C","A-C-A-411",3,2019-08-12,2019-08-12,"user_1","user_1"
412,"A","D","D","A-D-A-412",3,2019-08-12,2019-08-12,"user_1","user_1"
413,"A","E","E","A-E-A-413",4,2020-02-08,2020-02-08,"user_1","user_1"
414,"A","F","F","A-F-A-414",5,2020-08-06,2020-08-06,"user_1","user_1"
415,"A","A","G","A-A-A-415",6,2021-02-02,2021-02-02,"user_1","user_1"
416,"A","B","H","A-B-A-416",5,2020-08-06,2020-08-06,"user_1","user_1"
417,"A","C","I","A-C-A-417",3,2019-08-12,2019-08-12,"user_1","user_1"
418,"A","D","J","A-D-A-418",3,2019-08-12,2019-08-12,"user_1","user_1"
419,"A","E","K","A-E-A-419",4,2020-02-08,2020-02-08,"user_1","user_1"
420,"A","F","L","A-F-A-420",5,2020-08-06,2020-08-06,"user_1","user_1"
421,"A","A","A","A-A-A-421",6,2021-02-02,2021-02-02,"user_1","user_1"
422,"A","B","B","A-B-A-422",5,2020-08-06,2020-08-06,"user_1","user_1"
423,"A","C","C","A-C-A-423",3,2019-08-12,2019-08-12,"user_1","user_1"
424,"A","D","D","A-D-A-424",3,2019-08-12,2019-08-12,"user_1","user_1"
425,"A","E","E","A-E-A-425",4,2020-02-08,2020-02-08,"user_1","user_1"
426,"A","F","F","A-F-A-426",5,2020-08-06,2020-08-06,"user_1","user_1"
427,"A","A","G","A-A-A-427",6,2021-02-02,2021-02-02,"user_1","user_1"
428,"A","B","H","A-B-A-428",5,2020-08-06,2020-08-06,"user_1","user_1"
429,"A","C","I","A-C-A-429",3,2019-08-12,2019-08-12,"user_1","user_1"
430,"A","D","J","A-D-A-430",3,2019-08-12,2019-08-12,"user_1","user_1"
431,"A","E","K","A-E-A-431",4,2020-02-08,2020-02-08,"user_1","user_1"
432,"A","F","L","A-F-A-432",5,2020-08-06,2020-08-06,"user_1","user_1"
433,"A","A","A","A-A-A-433",6,2021-02-02,2021-02-02,"user_1","user_1"
434,"A","B","B","A-B-A-434",5,2020-08-06,2020-08-06,"user_1","user_1"
435,"A","C","C","A-C-A-435",3,2019-08-12,2019-08-12,"user_1","user_1"
436,"A","D","D","A-D-A-436",3,2019-08-12,2019-08-12,"user_1","user_1"
437,"A","E","E","A-E-A-437",4,2020-02-08,2020-02-08,"user_1","user_1"
438,"A","F","F","A-F-A-438",5,2020-08-06,2020-08-06,"user_1","user_1"
439,"A","A","G","A-A-A-439",6,2021-02-02,2021-02-02,"user_1","user_1"
440,"A","B","H","A-B-A-440",5,2020-08-06,2020-08-06,"user_1","user_1"
441,"A","C","I","A-C-A-441",3,2019-08-12,2019-08-12,"user_1","user_1"
442,"A","D","J","A-D-A-442",3,2019-08-12,2019-08-12,"user_1","user_1"
443,"A","E","K","A-E-A-443",4,2020-02-08,2020-02-08,"user_1","user_1"
444,"A","F","L","A-F-A-444",5,2020-08-06,2020-08-06,"user_1","user_1"
445,"A","A","A","A-A-A-445",6,2021-02-02,2021-02-02,"user_1","user_1"
446,"A","B","B","A-B-A-446",5,2020-08-06,2020-08-06,"user_1","user_1"
447,"A","C","C","A-C-A-447",3,2019-08-12,2019-08-12,"user_1","user_1"
448,"A","D","D","A-D-A-448",3,2019-08-12,2019-08-12,"user_1","user_1"
449,"A","E","E","A-E-A-449",4,2020-02-08,2020-02-08,"user_1","user_1"
450,"A","F","F","A-F-A-450",5,2020-08-06,2020-08-06,"user_1","user_1"
451,"A","A","G","A-A-A-451",6,2021-02-02,2021-02-02,"user_1","user_1"
452,"A","B","H","A-B-A-452",5,2020-08-06,2020-08-06,"user_1","user_1"
453,"A","C","I","A-C-A-453",3,2019-08-12,2019-08-12,"user_1","user_1"
454,"A","D","J","A-D-A-454",3,2019-08-12,2019-08-12,"user_1","user_1"
455,"A","E","K","A-E-A-455",4,2020-02-08,2020-02-08,"user_1","user_1"
456,"A","F","L","A-F-A-456",5,2020-08-06,2020-08-06,"user_1","user_1"
457,"A","A","A","A-A-A-457",6,2021-02-02,2021-02-02,"user_1","user_1"
458,"A","B","B","A-B-A-458",5,2020-08-06,2020-08-06,"user_1","user_1"
459,"A","C","C","A-C-A-459",3,2019-08-12,2019-08-12,"user_1","user_1"
460,"A","D","D","A-D-A-460",3,2019-08-12,2019-08-12,"user_1","user_1"
461,"A","E","E","A-E-A-461",4,2020-02-08,2020-02-08,"user_1","user_1"
462,"A","F","F","A-F-A-462",5,2020-08-06,2020-08-06,"user_1","user_1"
463,"A","A","G","A-A-A-463",6,2021-02-02,2021-02-02,"user_1","user_1"
464,"A","B","H","A-B-A-464",5,2020-08-06,2020-08-06,"user_1","user_1"
465,"A","C","I","A-C-A-465",3,2019-08-12,2019-08-12,"user_1","user_1"
466,"A","D","J","A-D-A-466",3,2019-08-12,2019-08-12,"user_1","user_1"
467,"A","E","K","A-E-A-467",4,2020-02-08,2020-02-08,"user_1","user_1"
468,"A","F","L","A-F-A-468",5,2020-08-06,2020-08-06,"user_1","user_1"
469,"A","A","A","A-A-A-469",6,2021-02-02,2021-02-02,"user_1","user_1"
470,"A","B","B","A-B-A-470",5,2020-08-06,2020-08-06,"user_1","user_1"
471,"A","C","C","A-C-A-471",3,2019-08-12,2019-08-12,"user_1","user_1"
472,"A","D","D","A-D-A-472",3,2019-08-12,2019-08-12,"user_1","user_1"
473,"A","E","E","A-E-A-473",4,2020-02-08,2020-02-08,"user_1","user_1"
474,"A","F","F","A-F-A-474",5,2020-08-06,2020-08-06,"user_1","user_1"
475,"A","A","G","A-A-A-475",6,2021-02-02,2021-02-02,"user_1","user_1"
476,"A","B","H","A-B-A-476",5,2020-08-06,2020-08-06,"user_1","user_1"
477,"A","C","I","A-C-A-477",3,2019-08-12,2019-08-12,"user_1","user_1"
478,"A","D","J","A-D-A-478",3,2019-08-12,2019-08-12,"user_1","user_1"
479,"A","E","K","A-E-A-479",4,2020-02-08,2020-02-08,"user_1","user_1"
480,"A","F","L","A-F-A-480",5,2020-08-06,2020-08-06,"user_1","user_1"
481,"A","A","A","A-A-A-481",6,2021-02-02,2021-02-02,"user_1","user_1"
482,"A","B","B","A-B-A-482",5,2020-08-06,2020-08-06,"user_1","user_1"
483,"A","C","C","A-C-A-483",3,2019-08-12,2019-08-12,"user_1","user_1"
484,"A","D","D","A-D-A-484",3,2019-08-12,2019-08-12,"user_1","user_1"
485,"A","E","E","A-E-A-485",4,2020-02-08,2020-02-08,"user_1","user_1"
486,"A","F","F","A-F-A-486",5,2020-08-06,2020-08-06,"user_1","user_1"
487,"A","A","G","A-A-A-487",6,2021-02-02,2021-02-02,"user_1","user_1"
488,"A","B","H","A-B-A-488",5,2020-08-06,2020-08-06,"user_1","user_1"
489,"A","C","I","A-C-A-489",3,2019-08-12,2019-08-12,"user_1","user_1"
490,"A","D","J","A-D-A-490",3,2019-08-12,2019-08-12,"user_1","user_1"
491,"A","E","K","A-E-A-491",4,2020-02-08,2020-02-08,"user_1","user_1"
492,"A","F","L","A-F-A-492",5,2020-08-06,2020-08-06,"user_1","user_1"
493,"A","A","A","A-A-A-493",6,2021-02-02,2021-02-02,"user_1","user_1"
494,"A","B","B","A-B-A-494",5,2020-08-06,2020-08-06,"user_1","user_1"
495,"A","C","C","A-C-A-495",3,2019-08-12,2019-08-12,"user_1","user_1"
496,"A","D","D","A-D-A-496",3,2019-08-12,2019-08-12,"user_1","user_1"
497,"A","E","E","A-E-A-497",4,2020-02-08,2020-02-08,"user_1","user_1"
498,"A","F","F","A-F-A-498",5,2020-08-06,2020-08-06,"user_1","user_1"
499,"A","A","G","A-A-A-499",6,2021-02-02,2021-02-02,"user_1","user_1"
500,"A","B","H","A-B-A-500",5,2020-08-06,2020-08-06,"user_1","user_1"
501,"A","C","I","A-C-A-501",3,2019-08-12,2019-08-12,"user_1","user_1"
502,"A","D","J","A-D-A-502",3,2019-08-12,2019-08-12,"user_1","user_1"
503,"A","E","K","A-E-A-503",4,2020-02-08,2020-02-08,"user_1","user_1"
504,"A","F","L","A-F-A-504",5,2020-08-06,2020-08-06,"user_1","user_1"
505,"A","A","A","A-A-A-505",6,2021-02-02,2021-02-02,"user_1","user_1"
506,"A","B","B","A-B-A-506",5,2020-08-06,2020-08-06,"user_1","user_1"
507,"A","C","C","A-C-A-507",3,2019-08-12,2019-08-12,"user_1","user_1"
508,"A","D","D","A-D-A-508",3,2019-08-12,2019-08-12,"user_1","user_1"
509,"A","E","E","A-E-A-509",4,2020-02-08,2020-02-08,"user_1","user_1"
510,"A","F","F","A-F-A-510",5,2020-08-06,2020-08-06,"user_1","user_1"
511,"A","A","G","A-A-A-511",6,2021-02-02,2021-02-02,"user_1","user_1"
512,"A","B","H","A-B-A-512",5,2020-08-06,2020-08-06,"user_1","user_1"
513,"A","C","I","A-C-A-513",3,2019-08-12,2019-08-12,"user_1","user_1"
514,"A","D","J","A-D-A-514",3,2019-08-12,2019-08-12,"user_1","user_1"
515,"A","E","K","A-E-A-515",4,2020-02-08,2020-02-08,"user_1","user_1"
516,"A","F","L","A-F-A-516",5,2020-08-06,2020-08-06,"user_1","user_1"
517,"A","A","A","A-A-A-517",6,2021-02-02,2021-02-02,"user_1","user_1"
518,"A","B","B","A-B-A-518",5,2020-08-06,2020-08-06,"user_1","user_1"
519,"A","C","C","A-C-A-519",3,2019-08-12,2019-08-12,"user_1","user_1"
520,"A","D","D","A-D-A-520",3,2019-08-12,2019-08-12,"user_1","user_1"
521,"A","E","E","A-E-A-521",4,2020-02-08,2020-02-08,"user_1","user_1"
522,"A","F","F","A-F-A-522",5,2020-08-06,2020-08-06,"user_1","user_1"
523,"A","A","G","A-A-A-523",6,2021-02-02,2021-02-02,"user_1","user_1"
524,"A","B","H","A-B-A-524",5,2020-08-06,2020-08-06,"user_1","user_1"
525,"A","C","I","A-C-A-525",3,2019-08-12,2019-08-12,"user_1","user_1"
526,"A","D","J","A-D-A-526",3,2019-08-12,2019-08-12,"user_1","user_1"
527,"A","E","K","A-E-A-527",4,2020-02-08,2020-02-08,"user_1","user_1"
528,"A","F","L","A-F-A-528",5,2020-08-06,2020-08-06,"user_1","user_1"
529,"A","A","A","A-A-A-529",6,2021-02-02,2021-02-02,"user_1","user_1"
530,"A","B","B","A-B-A-530",5,2020-08-06,2020-08-06,"user_1","user_1"
531,"A","C","C","A-C-A-531",3,2019-08-12,2019-08-12,"user_1","user_1"
532,"A","D","D","A-D-A-532",3,2019-08-12,2019-08-12,"user_1","user_1"
533,"A","E","E","A-E-A-533",4,2020-02-08,2020-02-08,"user_1","user_1"
534,"A","F","F","A-F-A-534",5,2020-08-06,2020-08-06,"user_1","user_1"
535,"A","A","G","A-A-A-535",6,2021-02-02,2021-02-02,"user_1","user_1"
536,"A","B","H","A-B-A-536",5,2020-08-06,2020-08-06,"user_1","user_1"
537,"A","C","I","A-C-A-537",3,2019-08-12,2019-08-12,"user_1","user_1"
538,"A","D","J","A-D-A-538",3,2019-08-12,2019-08-12,"user_1","user_1"
539,"A","E","K","A-E-A-539",4,2020-02-08,2020-02-08,"user_1","user_1"
540,"A","F","L","A-F-A-540",5,2020-08-06,2020-08-06,"user_1","user_1"
541,"A","A","A","A-A-A-541",6,2021-02-02,2021-02-02,"user_1","user_1"
542,"A","B","B","A-B-A-542",5,2020-08-06,2020-08-06,"user_1","user_1"
543,"A","C","C","A-C-A-543",3,2019-08-12,2019-08-12,"user_1","user_1"
544,"A","D","D","A-D-A-544",3,2019-08-12,2019-08-12,"user_1","user_1"
545,"A","E","E","A-E-A-545",4,2020-02-08,2020-02-08,"user_1","user_1"
546,"A","F","F","A-F-A-546",5,2020-08-06,2020-08-06,"user_1","user_1"
547,"A","A","G","A-A-A-547",6,2021-02-02,2021-02-02,"user_1","user_1"
548,"A","B","H","A-B-A-548",5,2020-08-06,2020-08-06,"user_1","user_1"
549,"A","C","I","A-C-A-549",3,2019-08-12,2019-08-12,"user_1","user_1"
550,"A","D","J","A-D-A-550",3,2019-08-12,2019-08-12,"user_1","user_1"
551,"A","E","K","A-E-A-551",4,2020-02-08,2020-02-08,"user_1","user_1"
552,"A","F","L","A-F-A-552",5,2020-08-06,2020-08-06,"user_1","user_1"
553,"A","A","A","A-A-A-553",6,2021-02-02,2021-02-02,"user_1","user_1"
554,"A","B","B","A-B-A-554",5,2020-08-06,2020-08-06,"user_1","user_1"
555,"A","C","C","A-C-A-555",3,2019-08-12,2019-08-12,"user_1","user_1"
556,"A","D","D","A-D-A-556",3,2019-08-12,2019-08-12,"user_1","user_1"
557,"A","E","E","A-E-A-557",4,2020-02-08,2020-02-08,"user_1","user_1"
558,"A","F","F","A-F-A-558",5,2020-08-06,2020-08-06,"user_1","user_1"
559,"A","A","G","A-A-A-559",6,2021-02-02,2021-02-02,"user_1","user_1"
560,"A","B","H","A-B-A-560",5,2020-08-06,2020-08-06,"user_1","user_1"
561,"A","C","I","A-C-A-561",3,2019-08-12,2019-08-12,"user_1","user_1"
562,"A","D","J","A-D-A-562",3,2019-08-12,2019-08-12,"user_1","user_1"
563,"A","E","K","A-E-A-563",4,2020-02-08,2020-02-08,"user_1","user_1"
564,"A","F","L","A-F-A-564",5,2020-08-06,2020-08-06,"user_1","user_1"
565,"A","A","A","A-A-A-565",6,2021-02-02,2021-02-02,"user_1","user_1"
566,"A","B","B","A-B-A-566",5,2020-08-06,2020-08-06,"user_1","user_1"
567,"A","C","C","A-C-A-567",3,2019-08-12,2019-08-12,"user_1","user_1"
568,"A","D","D","A-D-A-568",3,2019-08-12,2019-08-12,"user_1","user_1"
569,"A","E","E","A-E-A-569",4,2020-02-08,2020-02-08,"user_1","user_1"
570,"A","F","F","A-F-A-570",5,2020-08-06,2020-08-06,"user_1","user_1"
571,"A","A","G","A-A-A-571",6,2021-02-02,2021-02-02,"user_1","user_1"
572,"A","B","H","A-B-A-572",5,2020-08-06,2020-08-06,"user_1","user_1"
573,"A","C","I","A-C-A-573",3,2019-08-12,2019-08-12,"user_1","user_1"
574,"A","D","J","A-D-A-574",3,2019-08-12,2019-08-12,"user_1","user_1"
575,"A","E","K","A-E-A-575",4,2020-02-08,2020-02-08,"user_1","user_1"
576,"A","F","L","A-F-A-576",5,2020-08-06,2020-08-06,"user_1","user_1"
577,"A","A","A","A-A-A-577",6,2021-02-02,2021-02-02,"user_1","user_1"
578,"A","B","B","A-B-A-578",5,2020-08-06,2020-08-06,"user_1","user_1"
579,"A","C","C","A-C-A-579",3,2019-08-12,2019-08-12,"user_1","user_1"
580,"A","D","D","A-D-A-580",3,2019-08-12,2019-08-12,"user_1","user_1"
581,"A","E","E","A-E-A-581",4,2020-02-08,2020-02-08,"user_1","user_1"
582,"A","F","F","A-F-A-582",5,2020-08-06,2020-08-06,"user_1","user_1"
583,"A","A","G","A-A-A-583",6,2021-02-02,2021-02-02,"user_1","user_1"
584,"A","B","H","A-B-A-584",5,2020-08-06,2020-08-06,"user_1","user_1"
585,"A","C","I","A-C-A-585",3,2019-08-12,2019-08-12,"user_1","user_1"
586,"A","D","J","A-D-A-586",3,2019-08-12,2019-08-12,"user_1","user_1"
587,"A","E","K","A-E-A-587",4,2020-02-08,2020-02-08,"user_1","user_1"
588,"A","F","L","A-F-A-588",5,2020-08-06,2020-08-06,"user_1","user_1"
589,"A","A","A","A-A-A-589",6,2021-02-02,2021-02-02,"user_1","user_1"
590,"A","B","B","A-B-A-590",5,2020-08-06,2020-08-06,"user_1","user_1"
591,"A","C","C","A-C-A-591",3,2019-08-12,2019-08-12,"user_1","user_1"
592,"A","D","D","A-D-A-592",3,2019-08-12,2019-08-12,"user_1","user_1"
593,"A","E","E","A-E-A-593",4,2020-02-08,2020-02-08,"user_1","user_1"
594,"A","F","F","A-F-A-594",5,2020-08-06,2020-08-06,"user_1","user_1"
595,"A","A","G","A-A-A-595",6,2021-02-02,2021-02-02,"user_1","user_1"
596,"A","B","H","A-B-A-596",5,2020-08-06,2020-08-06,"user_1","user_1"
597,"A","C","I","A-C-A-597",3,2019-08-12,2019-08-12,"user_1","user_1"
598,"A","D","J","A-D-A-598",3,2019-08-12,2019-08-12,"user_1","user_1"
599,"A","E","K","A-E-A-599",4,2020-02-08,2020-02-08,"user_1","user_1"
600,"A","F","L","A-F-A-600",5,2020-08-06,2020-08-06,"user_1","user_1"
601,"A","A","A","A-A-A-601",6,2021-02-02,2021-02-02,"user_1","user_1"
602,"A","B","B","A-B-A-602",5,2020-08-06,2020-08-06,"user_1","user_1"
603,"A","C","C","A-C-A-603",3,2019-08-12,2019-08-12,"user_1","user_1"
604,"A","D","D","A-D-A-604",3,2019-08-12,2019-08-12,"user_1","user_1"
605,"A","E","E","A-E-A-605",4,2020-02-08,2020-02-08,"user_1","user_1"
606,"A","F","F","A-F-A-606",5,2020-08-06,2020-08-06,"user_1","user_1"
607,"A","A","G","A-A-A-607",6,2021-02-02,2021-02-02,"user_1","user_1"
608,"A","B","H","A-B-A-608",5,2020-08-06,2020-08-06,"user_1","user_1"
609,"A","C","I","A-C-A-609",3,2019-08-12,2019-08-12,"user_1","user_1"
610,"A","D","J","A-D-A-610",3,2019-08-12,2019-08-12,"user_1","user_1"
611,"A","E","K","A-E-A-611",4,2020-02-08,2020-02-08,"user_1","user_1"
612,"A","F","L","A-F-A-612",5,2020-08-06,2020-08-06,"user_1","user_1"
613,"A","A","A","A-A-A-613",6,2021-02-02,2021-02-02,"user_1","user_1"
614,"A","B","B","A-B-A-614",5,2020-08-06,2020-08-06,"user_1","user_1"
615,"A","C","C","A-C-A-615",3,2019-08-12,2019-08-12,"user_1","user_1"
616,"A","D","D","A-D-A-616",3,2019-08-12,2019-08-12,"user_1","user_1"
617,"A","E","E","A-E-A-617",4,2020-02-08,2020-02-08,"user_1","user_1"
618,"A","F","F","A-F-A-618",5,2020-08-06,2020-08-06,"user_1","user_1"
619,"A","A","G","A-A-A-619",6,2021-02-02,2021-02-02,"user_1","user_1"
620,"A","B","H","A-B-A-620",5,2020-08-06,2020-08-06,"user_1","user_1"
621,"A","C","I","A-C-A-621",3,2019-08-12,2019-08-12,"user_1","user_1"
622,"A","D","J","A-D-A-622",3,2019-08-12,2019-08-12,"user_1","user_1"
623,"A","E","K","A-E-A-623",4,2020-02-08,2020-02-08,"user_1","user_1"
624,"A","F","L","A-F-A-624",5,2020-08-06,2020-08-06,"user_1","user_1"
625,"A","A","A","A-A-A-625",6,2021-02-02,2021-02-02,"user_1","user_1"
626,"A","B","B","A-B-A-626",5,2020-08-06,2020-08-06,"user_1","user_1"
627,"A","C","C","A-C-A-627",3,2019-08-12,2019-08-12,"user_1","user_1"
628,"A","D","D","A-D-A-628",3,2019-08-12,2019-08-12,"user_1","user_1"
629,"A","E","E","A-E-A-629",4,2020-02-08,2020-02-08,"user_1","user_1"
630,"A","F","F","A-F-A-630",5,2020-08-06,2020-08-06,"user_1","user_1"
631,"A","A","G","A-A-A-631",6,2021-02-02,2021-02-02,"user_1","user_1"
632,"A","B","H","A-B-A-632",5,2020-08-06,2020-08-06,"user_1","user_1"
633,"A","C","I","A-C-A-633",3,2019-08-12,2019-08-12,"user_1","user_1"
634,"A","D","J","A-D-A-634",3,2019-08-12,2019-08-12,"user_1","user_1"
635,"A","E","K","A-E-A-635",4,2020-02-08,2020-02-08,"user_1","user_1"
636,"A","F","L","A-F-A-636",5,2020-08-06,2020-08-06,"user_1","user_1"
637,"A","A","A","A-A-A-637",6,2021-02-02,2021-02-02,"user_1","user_1"
638,"A","B","B","A-B-A-638",5,2020-08-06,2020-08-06,"user_1","user_1"
639,"A","C","C","A-C-A-639",3,2019-08-12,2019-08-12,"user_1","user_1"
640,"A","D","D","A-D-A-640",3,2019-08-12,2019-08-12,"user_1","user_1"
641,"A","E","E","A-E-A-641",4,2020-02-08,2020-02-08,"user_1","user_1"
642,"A","F","F","A-F-A-642",5,2020-08-06,2020-08-06,"user_1","user_1"
643,"A","A","G","A-A-A-643",6,2021-02-02,2021-02-02,"user_1","user_1"
644,"A","B","H","A-B-A-644",5,2020-08-06,2020-08-06,"user_1","user_1"
