"id","admin_1","admin_2","admin_3","household_code","registration_round","registration_date","registration_update_date","registration_user","registration_update_user","members"
309,"A","C","I","A-C-A-309",4,"2018-08-17","2018-08-17","user_1","user_1",5979
310,"A","D","J","A-D-A-310",2,"2020-08-06","2020-08-06","user_1","user_1",5973
311,"A","E","K","A-E-A-311",3,"2019-02-13","2019-02-13","user_1","user_1",6101
312,"A","F","L","A-F-A-312",4,"2021-02-02","2021-02-02","user_1","user_1",5971
313,"A","A","A","A-A-A-313",3,"2021-02-02","2021-02-02","user_1","user_1",5971
314,"A","B","B","A-B-A-314",5,"2020-02-08","2020-02-08","user_1","user_1",5971
315,"A","C","C","A-C-A-315",4,"2018-08-17","2018-08-17","user_1","user_1",5982
316,"A","D","D","A-D-A-316",5,"2020-08-06","2020-08-06","user_1","user_1",6060
317,"A","E","E","A-E-A-317",1,"2019-02-13","2019-02-13","user_1","user_1",6115
318,"A","F","F","A-F-A-318",3,"2021-02-02","2021-02-02","user_1","user_1",5918
319,"A","A","G","A-A-A-319",3,"2021-02-02","2021-02-02","user_1","user_1",5918
320,"A","B","H","A-B-A-320",1,"2020-02-08","2020-02-08","user_1","user_1",5971
321,"A","C","I","A-C-A-321",6,"2018-08-17","2018-08-17","user_1","user_1",6101
322,"A","D","J","A-D-A-322",4,"2020-08-06","2020-08-06","user_1","user_1",6060
323,"A","E","K","A-E-A-323",3,"2019-02-13","2019-02-13","user_1","user_1",6060
324,"A","F","L","A-F-A-324",4,"2021-02-02","2021-02-02","user_1","user_1",5982
325,"A","A","A","A-A-A-325",5,"2021-02-02","2021-02-02","user_1","user_1",5973
326,"A","B","B","A-B-A-326",6,"2020-02-08","2020-02-08","user_1","user_1",5973
327,"A","C","C","A-C-A-327",1,"2018-08-17","2018-08-17","user_1","user_1",6060
328,"A","D","D","A-D-A-328",6,"2020-08-06","2020-08-06","user_1","user_1",6035
329,"A","E","E","A-E-A-329",3,"2019-02-13","2019-02-13","user_1","user_1",5982
330,"A","F","F","A-F-A-330",4,"2021-02-02","2021-02-02","user_1","user_1",5979
331,"A","A","G","A-A-A-331",6,"2021-02-02","2021-02-02","user_1","user_1",5979
332,"A","B","H","A-B-A-332",4,"2020-02-08","2020-02-08","user_1","user_1",5918
333,"A","C","I","A-C-A-333",1,"2018-08-17","2018-08-17","user_1","user_1",6035
334,"A","D","J","A-D-A-334",2,"2020-08-06","2020-08-06","user_1","user_1",5982
335,"A","E","K","A-E-A-335",4,"2019-02-13","2019-02-13","user_1","user_1",6035
336,"A","F","L","A-F-A-336",4,"2021-02-02","2021-02-02","user_1","user_1",5971
337,"A","A","A","A-A-A-337",3,"2021-02-02","2021-02-02","user_1","user_1",5982
338,"A","B","B","A-B-A-338",2,"2020-02-08","2020-02-08","user_1","user_1",6035
339,"A","C","C","A-C-A-339",2,"2018-08-17","2018-08-17","user_1","user_1",6101
340,"A","D","D","A-D-A-340",2,"2020-08-06","2020-08-06","user_1","user_1",5971
341,"A","E","E","A-E-A-341",3,"2019-02-13","2019-02-13","user_1","user_1",5971
342,"A","F","F","A-F-A-342",1,"2021-02-02","2021-02-02","user_1","user_1",5918
343,"A","A","G","A-A-A-343",2,"2021-02-02","2021-02-02","user_1","user_1",5971
344,"A","B","H","A-B-A-344",3,"2020-02-08","2020-02-08","user_1","user_1",6060
345,"A","C","I","A-C-A-345",6,"2018-08-17","2018-08-17","user_1","user_1",6115
346,"A","D","J","A-D-A-346",4,"2020-08-06","2020-08-06","user_1","user_1",6060
347,"A","E","K","A-E-A-347",6,"2019-02-13","2019-02-13","user_1","user_1",6035
348,"A","F","L","A-F-A-348",2,"2021-02-02","2021-02-02","user_1","user_1",5918
349,"A","A","A","A-A-A-349",4,"2021-02-02","2021-02-02","user_1","user_1",5982
350,"A","B","B","A-B-A-350",5,"2020-02-08","2020-02-08","user_1","user_1",5866
351,"A","C","C","A-C-A-351",5,"2018-08-17","2018-08-17","user_1","user_1",5979
352,"A","D","D","A-D-A-352",5,"2020-08-06","2020-08-06","user_1","user_1",5973
353,"A","E","E","A-E-A-353",5,"2019-02-13","2019-02-13","user_1","user_1",6035
354,"A","F","F","A-F-A-354",4,"2021-02-02","2021-02-02","user_1","user_1",5979
355,"A","A","G","A-A-A-355",6,"2021-02-02","2021-02-02","user_1","user_1",5918
356,"A","B","H","A-B-A-356",6,"2020-02-08","2020-02-08","user_1","user_1",6115
357,"A","C","I","A-C-A-357",4,"2018-08-17","2018-08-17","user_1","user_1",6101
358,"A","D","J","A-D-A-358",6,"2020-08-06","2020-08-06","user_1","user_1",6060
359,"A","E","K","A-E-A-359",6,"2019-02-13","2019-02-13","user_1","user_1",5979
360,"A","F","L","A-F-A-360",3,"2021-02-02","2021-02-02","user_1","user_1",5979
361,"A","A","A","A-A-A-361",3,"2021-02-02","2021-02-02","user_1","user_1",6115
362,"A","B","B","A-B-A-362",3,"2020-02-08","2020-02-08","user_1","user_1",6101
363,"A","C","C","A-C-A-363",2,"2018-08-17","2018-08-17","user_1","user_1",5971
364,"A","D","D","A-D-A-364",1,"2020-08-06","2020-08-06","user_1","user_1",5971
365,"A","E","E","A-E-A-365",1,"2019-02-13","2019-02-13","user_1","user_1",5866
366,"A","F","F","A-F-A-366",3,"2021-02-02","2021-02-02","user_1","user_1",5971
367,"A","A","G","A-A-A-367",6,"2021-02-02","2021-02-02","user_1","user_1",5866
368,"A","B","H","A-B-A-368",1,"2020-02-08","2020-02-08","user_1","user_1",5971
369,"A","C","I","A-C-A-369",2,"2018-08-17","2018-08-17","user_1","user_1",5866
370,"A","D","J","A-D-A-370",4,"2020-08-06","2020-08-06","user_1","user_1",5979
371,"A","E","K","A-E-A-371",6,"2019-02-13","2019-02-13","user_1","user_1",6035
372,"A","F","L","A-F-A-372",4,"2021-02-02","2021-02-02","user_1","user_1",5918
373,"A","A","A","A-A-A-373",3,"2021-02-02","2021-02-02","user_1","user_1",5982
374,"A","B","B","A-B-A-374",5,"2020-02-08","2020-02-08","user_1","user_1",6115
375,"A","C","C","A-C-A-375",6,"2018-08-17","2018-08-17","user_1","user_1",6115
376,"A","D","D","A-D-A-376",2,"2020-08-06","2020-08-06","user_1","user_1",5982
377,"A","E","E","A-E-A-377",4,"2019-02-13","2019-02-13","user_1","user_1",5866
378,"A","F","F","A-F-A-378",1,"2021-02-02","2021-02-02","user_1","user_1",5866
379,"A","A","G","A-A-A-379",3,"2021-02-02","2021-02-02","user_1","user_1",5979
380,"A","B","H","A-B-A-380",1,"2020-02-08","2020-02-08","user_1","user_1",5866
381,"A","C","I","A-C-A-381",6,"2018-08-17","2018-08-17","user_1","user_1",5979
382,"A","D","J","A-D-A-382",3,"2020-08-06","2020-08-06","user_1","user_1",6060
383,"A","E","K","A-E-A-383",3,"2019-02-13","2019-02-13","user_1","user_1",6115
384,"A","F","L","A-F-A-384",5,"2021-02-02","2021-02-02","user_1","user_1",5866
385,"A","A","A","A-A-A-385",3,"2021-02-02","2021-02-02","user_1","user_1",6035
386,"A","B","B","A-B-A-386",2,"2020-02-08","2020-02-08","user_1","user_1",5971
387,"A","C","C","A-C-A-387",1,"2018-08-17","2018-08-17","user_1","user_1",5982
388,"A","D","D","A-D-A-388",1,"2020-08-06","2020-08-06","user_1","user_1",6101
389,"A","E","E","A-E-A-389",2,"2019-02-13","2019-02-13","user_1","user_1",5971
390,"A","F","F","A-F-A-390",3,"2021-02-02","2021-02-02","user_1","user_1",5979
391,"A","A","G","A-A-A-391",4,"2021-02-02","2021-02-02","user_1","user_1",6035
392,"A","B","H","A-B-A-392",6,"2020-02-08","2020-02-08","user_1","user_1",6115
393,"A","C","I","A-C-A-393",6,"2018-08-17","2018-08-17","user_1","user_1",5973
394,"A","D","J","A-D-A-394",6,"2020-08-06","2020-08-06","user_1","user_1",5979
395,"A","E","K","A-E-A-395",1,"2019-02-13","2019-02-13","user_1","user_1",6101
396,"A","F","L","A-F-A-396",6,"2021-02-02","2021-02-02","user_1","user_1",6035
397,"A","A","A","A-A-A-397",4,"2021-02-02","2021-02-02","user_1","user_1",5971
398,"A","B","B","A-B-A-398",4,"2020-02-08","2020-02-08","user_1","user_1",5918
399,"A","C","C","A-C-A-399",5,"2018-08-17","2018-08-17","user_1","user_1",5979
400,"A","D","D","A-D-A-400",4,"2020-08-06","2020-08-06","user_1","user_1",5982
401,"A","E","E","A-E-A-401",6,"2019-02-13","2019-02-13","user_1","user_1",6060
402,"A","F","F","A-F-A-402",3,"2021-02-02","2021-02-02","user_1","user_1",6101
403,"A","A","G","A-A-A-403",1,"2021-02-02","2021-02-02","user_1","user_1",5979
404,"A","B","H","A-B-A-404",3,"2020-02-08","2020-02-08","user_1","user_1",5982
405,"A","C","I","A-C-A-405",1,"2018-08-17","2018-08-17","user_1","user_1",5866
406,"A","D","J","A-D-A-406",3,"2020-08-06","2020-08-06","user_1","user_1",5866
407,"A","E","K","A-E-A-407",4,"2019-02-13","2019-02-13","user_1","user_1",5973
408,"A","F","L","A-F-A-408",2,"2021-02-02","2021-02-02","user_1","user_1",5982
409,"A","A","A","A-A-A-409",4,"2021-02-02","2021-02-02","user_1","user_1",6060
410,"A","B","B","A-B-A-410",1,"2020-02-08","2020-02-08","user_1","user_1",5973
411,"A","C","C","A-C-A-411",2,"2018-08-17","2018-08-17","user_1","user_1",5973
412,"A","D","D","A-D-A-412",1,"2020-08-06","2020-08-06","user_1","user_1",6101
413,"A","E","E","A-E-A-413",6,"2019-02-13","2019-02-13","user_1","user_1",5973
414,"A","F","F","A-F-A-414",4,"2021-02-02","2021-02-02","user_1","user_1",5918
415,"A","A","G","A-A-A-415",6,"2021-02-02","2021-02-02","user_1","user_1",6060
416,"A","B","H","A-B-A-416",6,"2020-02-08","2020-02-08","user_1","user_1",6115
417,"A","C","I","A-C-A-417",3,"2018-08-17","2018-08-17","user_1","user_1",5971
418,"A","D","J","A-D-A-418",2,"2020-08-06","2020-08-06","user_1","user_1",6035
419,"A","E","K","A-E-A-419",2,"2019-02-13","2019-02-13","user_1","user_1",5973
420,"A","F","L","A-F-A-420",4,"2021-02-02","2021-02-02","user_1","user_1",5979
421,"A","A","A","A-A-A-421",1,"2021-02-02","2021-02-02","user_1","user_1",6115
422,"A","B","B","A-B-A-422",3,"2020-02-08","2020-02-08","user_1","user_1",6035
423,"A","C","C","A-C-A-423",6,"2018-08-17","2018-08-17","user_1","user_1",5918
424,"A","D","D","A-D-A-424",1,"2020-08-06","2020-08-06","user_1","user_1",5982
425,"A","E","E","A-E-A-425",1,"2019-02-13","2019-02-13","user_1","user_1",6035
426,"A","F","F","A-F-A-426",6,"2021-02-02","2021-02-02","user_1","user_1",6115
427,"A","A","G","A-A-A-427",1,"2021-02-02","2021-02-02","user_1","user_1",5918
428,"A","B","H","A-B-A-428",5,"2020-02-08","2020-02-08","user_1","user_1",6060
429,"A","C","I","A-C-A-429",1,"2018-08-17","2018-08-17","user_1","user_1",5866
430,"A","D","J","A-D-A-430",4,"2020-08-06","2020-08-06","user_1","user_1",5866
431,"A","E","K","A-E-A-431",3,"2019-02-13","2019-02-13","user_1","user_1",5979
432,"A","F","L","A-F-A-432",4,"2021-02-02","2021-02-02","user_1","user_1",6060
433,"A","A","A","A-A-A-433",1,"2021-02-02","2021-02-02","user_1","user_1",5918
434,"A","B","B","A-B-A-434",5,"2020-02-08","2020-02-08","user_1","user_1",6035
435,"A","C","C","A-C-A-435",3,"2018-08-17","2018-08-17","user_1","user_1",6060
436,"A","D","D","A-D-A-436",4,"2020-08-06","2020-08-06","user_1","user_1",5979
437,"A","E","E","A-E-A-437",5,"2019-02-13","2019-02-13","user_1","user_1",6101
438,"A","F","F","A-F-A-438",5,"2021-02-02","2021-02-02","user_1","user_1",6035
439,"A","A","G","A-A-A-439",6,"2021-02-02","2021-02-02","user_1","user_1",5971
440,"A","B","H","A-B-A-440",2,"2020-02-08","2020-02-08","user_1","user_1",5866
441,"A","C","I","A-C-A-441",2,"2018-08-17","2018-08-17","user_1","user_1",5979
442,"A","D","J","A-D-A-442",1,"2020-08-06","2020-08-06","user_1","user_1",6115
443,"A","E","K","A-E-A-443",4,"2019-02-13","2019-02-13","user_1","user_1",5918
444,"A","F","L","A-F-A-444",3,"2021-02-02","2021-02-02","user_1","user_1",5979
445,"A","A","A","A-A-A-445",6,"2021-02-02","2021-02-02","user_1","user_1",5973
446,"A","B","B","A-B-A-446",5,"2020-02-08","2020-02-08","user_1","user_1",5866
447,"A","C","C","A-C-A-447",5,"2018-08-17","2018-08-17","user_1","user_1",5918
448,"A","D","D","A-D-A-448",2,"2020-08-06","2020-08-06","user_1","user_1",6101
449,"A","E","E","A-E-A-449",4,"2019-02-13","2019-02-13","user_1","user_1",6060
450,"A","F","F","A-F-A-450",1,"2021-02-02","2021-02-02","user_1","user_1",5982
451,"A","A","G","A-A-A-451",5,"2021-02-02","2021-02-02","user_1","user_1",6101
452,"A","B","H","A-B-A-452",1,"2020-02-08","2020-02-08","user_1","user_1",5866
453,"A","C","I","A-C-A-453",4,"2018-08-17","2018-08-17","user_1","user_1",6035
454,"A","D","J","A-D-A-454",5,"2020-08-06","2020-08-06","user_1","user_1",5979
455,"A","E","K","A-E-A-455",5,"2019-02-13","2019-02-13","user_1","user_1",6060
456,"A","F","L","A-F-A-456",1,"2021-02-02","2021-02-02","user_1","user_1",5918
457,"A","A","A","A-A-A-457",4,"2021-02-02","2021-02-02","user_1","user_1",5971
458,"A","B","B","A-B-A-458",1,"2020-02-08","2020-02-08","user_1","user_1",6115
459,"A","C","C","A-C-A-459",3,"2018-08-17","2018-08-17","user_1","user_1",6035
460,"A","D","D","A-D-A-460",3,"2020-08-06","2020-08-06","user_1","user_1",5866
461,"A","E","E","A-E-A-461",3,"2019-02-13","2019-02-13","user_1","user_1",5918
462,"A","F","F","A-F-A-462",3,"2021-02-02","2021-02-02","user_1","user_1",6060
463,"A","A","G","A-A-A-463",1,"2021-02-02","2021-02-02","user_1","user_1",6035
464,"A","B","H","A-B-A-464",6,"2020-02-08","2020-02-08","user_1","user_1",6115
465,"A","C","I","A-C-A-465",4,"2018-08-17","2018-08-17","user_1","user_1",5982
466,"A","D","J","A-D-A-466",4,"2020-08-06","2020-08-06","user_1","user_1",5866
467,"A","E","K","A-E-A-467",1,"2019-02-13","2019-02-13","user_1","user_1",6060
468,"A","F","L","A-F-A-468",2,"2021-02-02","2021-02-02","user_1","user_1",6115
469,"A","A","A","A-A-A-469",2,"2021-02-02","2021-02-02","user_1","user_1",5866
470,"A","B","B","A-B-A-470",6,"2020-02-08","2020-02-08","user_1","user_1",6101
471,"A","C","C","A-C-A-471",5,"2018-08-17","2018-08-17","user_1","user_1",5971
472,"A","D","D","A-D-A-472",3,"2020-08-06","2020-08-06","user_1","user_1",6060
473,"A","E","E","A-E-A-473",3,"2019-02-13","2019-02-13","user_1","user_1",6060
474,"A","F","F","A-F-A-474",5,"2021-02-02","2021-02-02","user_1","user_1",5866
475,"A","A","G","A-A-A-475",4,"2021-02-02","2021-02-02","user_1","user_1",6115
476,"A","B","H","A-B-A-476",3,"2020-02-08","2020-02-08","user_1","user_1",6060
477,"A","C","I","A-C-A-477",1,"2018-08-17","2018-08-17","user_1","user_1",5982
478,"A","D","J","A-D-A-478",4,"2020-08-06","2020-08-06","user_1","user_1",6115
479,"A","E","K","A-E-A-479",6,"2019-02-13","2019-02-13","user_1","user_1",6035
480,"A","F","L","A-F-A-480",6,"2021-02-02","2021-02-02","user_1","user_1",6115
481,"A","A","A","A-A-A-481",5,"2021-02-02","2021-02-02","user_1","user_1",6035
482,"A","B","B","A-B-A-482",1,"2020-02-08","2020-02-08","user_1","user_1",5979
483,"A","C","C","A-C-A-483",5,"2018-08-17","2018-08-17","user_1","user_1",5971
484,"A","D","D","A-D-A-484",4,"2020-08-06","2020-08-06","user_1","user_1",5982
485,"A","E","E","A-E-A-485",6,"2019-02-13","2019-02-13","user_1","user_1",6115
486,"A","F","F","A-F-A-486",1,"2021-02-02","2021-02-02","user_1","user_1",6035
487,"A","A","G","A-A-A-487",3,"2021-02-02","2021-02-02","user_1","user_1",5979
488,"A","B","H","A-B-A-488",6,"2020-02-08","2020-02-08","user_1","user_1",6101
489,"A","C","I","A-C-A-489",2,"2018-08-17","2018-08-17","user_1","user_1",5973
490,"A","D","J","A-D-A-490",2,"2020-08-06","2020-08-06","user_1","user_1",5979
491,"A","E","K","A-E-A-491",4,"2019-02-13","2019-02-13","user_1","user_1",5973
492,"A","F","L","A-F-A-492",5,"2021-02-02","2021-02-02","user_1","user_1",5971
493,"A","A","A","A-A-A-493",3,"2021-02-02","2021-02-02","user_1","user_1",6060
494,"A","B","B","A-B-A-494",2,"2020-02-08","2020-02-08","user_1","user_1",6060
495,"A","C","C","A-C-A-495",3,"2018-08-17","2018-08-17","user_1","user_1",5971
496,"A","D","D","A-D-A-496",5,"2020-08-06","2020-08-06","user_1","user_1",6101
497,"A","E","E","A-E-A-497",5,"2019-02-13","2019-02-13","user_1","user_1",6060
498,"A","F","F","A-F-A-498",2,"2021-02-02","2021-02-02","user_1","user_1",6060
499,"A","A","G","A-A-A-499",1,"2021-02-02","2021-02-02","user_1","user_1",5918
500,"A","B","H","A-B-A-500",6,"2020-02-08","2020-02-08","user_1","user_1",6060
501,"A","C","I","A-C-A-501",1,"2018-08-17","2018-08-17","user_1","user_1",5918
502,"A","D","J","A-D-A-502",5,"2020-08-06","2020-08-06","user_1","user_1",6060
503,"A","E","K","A-E-A-503",3,"2019-02-13","2019-02-13","user_1","user_1",5979
504,"A","F","L","A-F-A-504",2,"2021-02-02","2021-02-02","user_1","user_1",6101
505,"A","A","A","A-A-A-505",4,"2021-02-02","2021-02-02","user_1","user_1",5918
506,"A","B","B","A-B-A-506",2,"2020-02-08","2020-02-08","user_1","user_1",5971
507,"A","C","C","A-C-A-507",5,"2018-08-17","2018-08-17","user_1","user_1",5979
508,"A","D","D","A-D-A-508",4,"2020-08-06","2020-08-06","user_1","user_1",6115
509,"A","E","E","A-E-A-509",6,"2019-02-13","2019-02-13","user_1","user_1",5918
510,"A","F","F","A-F-A-510",2,"2021-02-02","2021-02-02","user_1","user_1",5973
511,"A","A","G","A-A-A-511",2,"2021-02-02","2021-02-02","user_1","user_1",6115
512,"A","B","H","A-B-A-512",6,"2020-02-08","2020-02-08","user_1","user_1",5982
513,"A","C","I","A-C-A-513",2,"2018-08-17","2018-08-17","user_1","user_1",5979
514,"A","D","J","A-D-A-514",3,"2020-08-06","2020-08-06","user_1","user_1",5979
515,"A","E","K","A-E-A-515",2,"2019-02-13","2019-02-13","user_1","user_1",5982
516,"A","F","L","A-F-A-516",2,"2021-02-02","2021-02-02","user_1","user_1",5979
517,"A","A","A","A-A-A-517",1,"2021-02-02","2021-02-02","user_1","user_1",6060
518,"A","B","B","A-B-A-518",1,"2020-02-08","2020-02-08","user_1","user_1",5982
519,"A","C","C","A-C-A-519",4,"2018-08-17","2018-08-17","user_1","user_1",6101
520,"A","D","D","A-D-A-520",1,"2020-08-06","2020-08-06","user_1","user_1",6035
521,"A","E","E","A-E-A-521",1,"2019-02-13","2019-02-13","user_1","user_1",6060
522,"A","F","F","A-F-A-522",1,"2021-02-02","2021-02-02","user_1","user_1",5866
523,"A","A","G","A-A-A-523",5,"2021-02-02","2021-02-02","user_1","user_1",5971
524,"A","B","H","A-B-A-524",4,"2020-02-08","2020-02-08","user_1","user_1",5982
525,"A","C","I","A-C-A-525",2,"2018-08-17","2018-08-17","user_1","user_1",6115
526,"A","D","J","A-D-A-526",4,"2020-08-06","2020-08-06","user_1","user_1",5971
527,"A","E","K","A-E-A-527",4,"2019-02-13","2019-02-13","user_1","user_1",6115
528,"A","F","L","A-F-A-528",1,"2021-02-02","2021-02-02","user_1","user_1",5971
529,"A","A","A","A-A-A-529",3,"2021-02-02","2021-02-02","user_1","user_1",5982
530,"A","B","B","A-B-A-530",2,"2020-02-08","2020-02-08","user_1","user_1",6035
531,"A","C","C","A-C-A-531",5,"2018-08-17","2018-08-17","user_1","user_1",5971
532,"A","D","D","A-D-A-532",2,"2020-08-06","2020-08-06","user_1","user_1",6060
533,"A","E","E","A-E-A-533",3,"2019-02-13","2019-02-13","user_1","user_1",6060
534,"A","F","F","A-F-A-534",3,"2021-02-02","2021-02-02","user_1","user_1",5971
535,"A","A","G","A-A-A-535",6,"2021-02-02","2021-02-02","user_1","user_1",5918
536,"A","B","H","A-B-A-536",2,"2020-02-08","2020-02-08","user_1","user_1",5973
537,"A","C","I","A-C-A-537",2,"2018-08-17","2018-08-17","user_1","user_1",6101
538,"A","D","J","A-D-A-538",3,"2020-08-06","2020-08-06","user_1","user_1",5982
539,"A","E","K","A-E-A-539",5,"2019-02-13","2019-02-13","user_1","user_1",6035
540,"A","F","L","A-F-A-540",1,"2021-02-02","2021-02-02","user_1","user_1",5866
541,"A","A","A","A-A-A-541",2,"2021-02-02","2021-02-02","user_1","user_1",6060
542,"A","B","B","A-B-A-542",3,"2020-02-08","2020-02-08","user_1","user_1",5973
543,"A","C","C","A-C-A-543",5,"2018-08-17","2018-08-17","user_1","user_1",6115
544,"A","D","D","A-D-A-544",2,"2020-08-06","2020-08-06","user_1","user_1",5918
545,"A","E","E","A-E-A-545",2,"2019-02-13","2019-02-13","user_1","user_1",6060
546,"A","F","F","A-F-A-546",4,"2021-02-02","2021-02-02","user_1","user_1",5866
547,"A","A","G","A-A-A-547",4,"2021-02-02","2021-02-02","user_1","user_1",6035
548,"A","B","H","A-B-A-548",3,"2020-02-08","2020-02-08","user_1","user_1",6115
549,"A","C","I","A-C-A-549",3,"2018-08-17","2018-08-17","user_1","user_1",5982
550,"A","D","J","A-D-A-550",1,"2020-08-06","2020-08-06","user_1","user_1",5918
551,"A","E","K","A-E-A-551",5,"2019-02-13","2019-02-13","user_1","user_1",5973
552,"A","F","L","A-F-A-552",1,"2021-02-02","2021-02-02","user_1","user_1",6115
553,"A","A","A","A-A-A-553",6,"2021-02-02","2021-02-02","user_1","user_1",6060
554,"A","B","B","A-B-A-554",2,"2020-02-08","2020-02-08","user_1","user_1",5979
555,"A","C","C","A-C-A-555",3,"2018-08-17","2018-08-17","user_1","user_1",6115
556,"A","D","D","A-D-A-556",2,"2020-08-06","2020-08-06","user_1","user_1",6035
557,"A","E","E","A-E-A-557",1,"2019-02-13","2019-02-13","user_1","user_1",5971
558,"A","F","F","A-F-A-558",5,"2021-02-02","2021-02-02","user_1","user_1",6035
559,"A","A","G","A-A-A-559",4,"2021-02-02","2021-02-02","user_1","user_1",5866
560,"A","B","H","A-B-A-560",2,"2020-02-08","2020-02-08","user_1","user_1",6115
561,"A","C","I","A-C-A-561",4,"2018-08-17","2018-08-17","user_1","user_1",6060
562,"A","D","J","A-D-A-562",5,"2020-08-06","2020-08-06","user_1","user_1",5979
563,"A","E","K","A-E-A-563",4,"2019-02-13","2019-02-13","user_1","user_1",5973
564,"A","F","L","A-F-A-564",4,"2021-02-02","2021-02-02","user_1","user_1",5979
565,"A","A","A","A-A-A-565",4,"2021-02-02","2021-02-02","user_1","user_1",5979
566,"A","B","B","A-B-A-566",6,"2020-02-08","2020-02-08","user_1","user_1",6035
567,"A","C","C","A-C-A-567",5,"2018-08-17","2018-08-17","user_1","user_1",5866
568,"A","D","D","A-D-A-568",3,"2020-08-06","2020-08-06","user_1","user_1",6060
569,"A","E","E","A-E-A-569",3,"2019-02-13","2019-02-13","user_1","user_1",5979
570,"A","F","F","A-F-A-570",5,"2021-02-02","2021-02-02","user_1","user_1",5918
571,"A","A","G","A-A-A-571",2,"2021-02-02","2021-02-02","user_1","user_1",5982
